source_id,doc_type,publisher,title,url,date_label,brand_id,fdd_issue_date,fdd_fiscal_year,registration_state,file_held,file_location,item19_extracted,item20_extracted,roster_extracted,in_production_csw,notes
SRC-citybiz-cfa-hixson,trade_press,citybiz,RealSource Group Represents Buyer of New Construction Chick-fil-A Ground Lease at Record-Low Cap Rate,https://www.citybiz.co/article/873347/realsource-group-represents-buyer-of-new-construction-chick-fil-a-ground-lease-at-record-low-cap-rate/,2026-07,,,,,,,,,,yes,
SRC-cnbc-ampex,trade_press,CNBC,Yum Brands franchisee Ampex Brands buys Au Bon Pain,https://www.cnbc.com/2021/06/30/yum-brands-franchisee-ampex-brands-buys-au-bon-pain-.html,2021,,,,,,,,,,yes,
SRC-cnbc-daves-roark,trade_press,CNBC,Private equity firm Roark Capital invests in fast-growing restaurant chain Dave's Hot Chicken,https://www.cnbc.com/2025/06/02/roark-capital-daves-hot-chicken.html,2025-06-02,,,,,,,,,,yes,
SRC-cnbc-kfc-menu,trade_press,CNBC,"KFC leans into boneless chicken, new drinks as chain tries to regain market share",https://www.cnbc.com/2026/06/15/kfc-menu-chicken.html,2026-06-15,,,,,,,,,,yes,
SRC-cnbc-rbi-q4-2025,trade_press,CNBC,Restaurant Brands International (QSR) Q4 2025 earnings,https://www.cnbc.com/2026/02/12/restaurant-brands-international-qsr-q4-2025-earnings.html,2026-02-12,,,,,,,,,,yes,
SRC-co-zaxbys-nyc,trade_press,Commercial Observer,Chicken Shop Chain Zaxby's to Open First NYC Location,https://commercialobserver.com/2026/02/chicken-chain-zaxbys-lease-first-nyc-location-1267-first-avenue/,2026-02,,,,,,,,,,yes,
SRC-connectcre-canes-gl,trade_press,Connect CRE,"SRS, JLL Arrange Raising Cane's Ground Lease Deal",https://www.connectcre.com/stories/srs-jll-arrange-raising-canes-ground-lease-deal/,2025,,,,,,,,,,yes,
SRC-cstore-krispy,trade_press,C-Store Dive,"Krispy Krunchy Chicken expands beyond c-stores, targets 700 openings",https://www.cstoredive.com/news/krispy-krunchy-chicken-to-exceed-3500-stores-2024/712655/,2024,,,,,,,,,,yes,
SRC-eatthis-bonchon,trade_press,"Eat This, Not That!","Booming Chicken Chain Believes It Can Reach 1,000 Stores In the Next 5 Years",https://www.eatthis.com/bonchon-chicken-expansion-plans/,2025,,,,,,,,,,yes,
SRC-el-pollo-loco-holdings-inc-form-8-k-exhibit-99-1-693af8,sec_filing,"El Pollo Loco Holdings, Inc.","Form 8-K, Exhibit 99.1 — El Pollo Loco Holdings, Inc. Announces Second Quarter 2026 Financial Results",https://www.sec.gov/Archives/edgar/data/0001606366/000160636626000044/loco-20260806xex99.htm,2026-08-06,,,,,,,,,,yes,
SRC-entrepreneur-korpal,trade_press,Entrepreneur,Their Parents Owned 22 Subway Franchises. Now These Brothers Are Building a Golden Chick Empire.,https://www.entrepreneur.com/buying-a-franchise/these-brothers-are-using-parents-playbook-to-build-a-golden-chick-empire,2026,,,,,,,,,,yes,
SRC-fb101-laynes-2026,trade_press,FB101,Layne's Chicken Fingers Hits 50 Units and 24 New Franchise Deals in 2026,https://www.fb101.com/laynes-chicken-fingers-50-units-24-franchise-agreements-2026-302830417,2026,,,,,,,,,,yes,
SRC-fcpt-10q-q2-2026,sec_filing,SEC EDGAR,Four Corners Property Trust Form 10-Q (Q2 2026),https://www.sec.gov/Archives/edgar/data/0001650132/000119312526326216/fcpt-20260630.htm,2026-06-30,,,,,,,,,,yes,
SRC-franchising-farwest-1500,trade_press,Franchising.com,"Longtime Wingstop Operator's Latest Opening Marks The Brand's 1,500th Location",https://www.franchising.com/articles/longtime_wingstop_operators_latest_opening_marks_the_brands_1500th_location.html,2024,,,,,,,,,,yes,
SRC-franchising-kbp,trade_press,Franchising.com,"The $1 Billion Man: KBP Brands tops 1,000-plus locations",https://www.franchising.com/articles/20250906_the_1_billion_man_kbp_brands_tops_1000plus_locations.html,2025-09,,,,,,,,,,yes,
SRC-franchising-mb50-2026,trade_press,Franchising.com,2026 Multi-Brand 50: Scale Evolves into Strategy,https://www.franchising.com/articles/20260606_2026_multibrand_50_scale_evolves_into_strategy.html,2026-06,,,,,,,,,,yes,
SRC-ft-church-2025,trade_press,Franchise Times,Church's Chicken Goes Back to Basics to Drive Double-Digit Sales Growth,https://www.franchisetimes.com/top-400-2025/exclusive-research/church-s-chicken-goes-back-to-basics-to-drive-double-digit-sales-growth/article_f3fb4f7e-80ef-48bf-ab81-ec8e0fbd60c4.html,2026,,,,,,,,,,yes,
SRC-ft-golden-sxthree,trade_press,Franchise Times,Franchisee SXThree Fuels Golden Chick Expansion,https://www.franchisetimes.com/franchise_news/franchisee-sxthree-fuels-golden-chick-expansion/article_861590b2-5ffd-11ef-a288-0f805483834d.html,2024,,,,,,,,,,yes,
SRC-ft-kbp-28,trade_press,Franchise Times,"KBP Adds 28 KFCs to 600-plus Unit Portfolio, Plus More Bold Deals",https://www.franchisetimes.com/franchise_mergers_and_acquisitions/kbp-adds-28-kfcs-to-600-plus-unit-portfolio-plus-more-bold-deals/article_82a8d56c-58df-11ef-a163-d7cdf0ddd226.html,2024,,,,,,,,,,yes,
SRC-ft-korpal,trade_press,Franchise Times,Subway Franchisees Expand Portfolio With Golden Chick Deal,https://www.franchisetimes.com/franchise_news/subway-franchisees-expand-portfolio-with-golden-chick-deal/article_94d0e969-1cca-49ef-85db-24adbe17f4c6.html,2026,,,,,,,,,,yes,
SRC-ft-top400-chicken,trade_press,Franchise Times,"Demand for Chicken Continues, Top 400 Data Shows",https://www.franchisetimes.com/franchise_news/demand-for-chicken-continues-top-400-data-shows/article_40963466-97d1-4d46-aa2c-36dbc6419357.html,2025,,,,,,,,,,yes,
SRC-ft-zaxbys-28b,trade_press,Franchise Times,Zaxbys Expands Franchise Reach With Sights Set on $2.8B System Sales,https://www.franchisetimes.com/franchise_news/zaxbys-expands-franchise-reach-with-sights-set-on-2-8b-system-sales/article_61f1eb88-bdfb-4797-9576-ddd59891ccba.html,2025,,,,,,,,,,yes,
SRC-ifa-convention,trade_press,International Franchise Association,IFA Annual Convention,https://www.franchise.org/annual-convention/,2027,,,,,,,,,,yes,
SRC-ifa-daves-eight,trade_press,International Franchise Association,Dave's Hot Chicken Opens Record Eight Restaurants in a Single Day,https://www.franchise.org/2026/04/daves-hot-chicken-opens-record-eight-restaurants-in-a-single-day/,2026-04,,,,,,,,,,yes,
SRC-ifa-zaxbys-1000,trade_press,International Franchise Association,"Zaxbys Surpasses 1,000 Locations as Brand Transformation Fuels Momentum Into 2026",https://www.franchise.org/2026/02/zaxbys-surpasses-1000-locations-as-brand-transformation-fuels-momentum-into-2026/,2026-02,,,,,,,,,,yes,
SRC-loco-10k-2025,sec_filing,SEC EDGAR,El Pollo Loco Holdings Form 10-K (FY2025),https://www.sec.gov/Archives/edgar/data/1606366/000160636626000017/loco-20251231x10k.htm,2026,,,,,,,,,,yes,
SRC-loco-q4-2025,trade_press,El Pollo Loco Holdings,Fourth Quarter and Fiscal 2025 Financial Results,https://investor.elpolloloco.com/news-releases/news-release-details/el-pollo-loco-holdings-inc-announces-fourth-quarter-2025,2026-03-12,,,,,,,,,,yes,
SRC-mba-boulder-q2,trade_press,MBA NewsLink,"Single-Tenant Net Lease Cap Rates Rise, Boulder Group Reports",https://newslink.mba.org/mba-newslinks/2026/july/single-tenant-net-lease-cap-rates-rise-boulder-group-reports/,2026-07,,,,,,,,,,yes,
SRC-nrn-canes-openings,trade_press,Nation's Restaurant News,Raising Cane's has accelerated restaurant openings this year,https://www.nrn.com/fast-casual/raising-cane-s-has-accelerated-restaurant-openings-this-year,2026,,,,,,,,,,yes,
SRC-nrn-chicken-auv,trade_press,Nation's Restaurant News / Technomic,Here are the chicken chains with the highest average unit volumes,https://www.nrn.com/top-500-restaurants/here-are-the-chicken-chains-with-the-highest-average-unit-volumes,2026,,,,,,,,,,yes,
SRC-nrn-houstontx,trade_press,Nation's Restaurant News,Houston TX Hot Chicken races to the top of the hot chicken market,https://www.nrn.com/emerging-chains/houston-tx-hot-chicken-races-to-the-top-of-the-hot-chicken-market,2026,,,,,,,,,,yes,
SRC-nrn-kbp-24,trade_press,Nation's Restaurant News,KBP acquires 24 KFC units,https://www.nrn.com/restaurant-franchising/kbp-acquires-24-kfc-units,2025,,,,,,,,,,yes,
SRC-nrn-kfc-hq,trade_press,Nation's Restaurant News,KFC U.S. headquarters are relocating from Kentucky to Texas,https://www.nrn.com/quick-service/kfc-u-s-headquarters-are-relocating-from-kentucky-to-texas,2025,,,,,,,,,,yes,
SRC-nrn-sailormen,trade_press,Nation's Restaurant News,Bankrupt Popeyes franchisee is selling most of its restaurants,https://www.nrn.com/quick-service/bankrupt-popeyes-franchisee-is-selling-most-of-its-restaurants,2026,,,,,,,,,,yes,
SRC-nrn-zaxbys-ops,trade_press,Nation's Restaurant News,Zaxbys' focus on operational standards has driven sales and traffic growth,https://www.nrn.com/fast-casual/zaxby-s-focus-on-operational-standards-has-driven-sales-and-traffic-growth,2026,,,,,,,,,,yes,
SRC-placer-chicken,trade_press,Placer.ai,Chicken Chains Charge Ahead,https://www.placer.ai/anchor/articles/chicken-chains-charge-ahead-in-2025,2026,,,,,,,,,,yes,
SRC-pr-laynes-2025,trade_press,PR Newswire,"Layne's Chicken Fingers Doubles Footprint, Welcomes 10 New Franchisees in 2025",https://www.prnewswire.com/news-releases/laynes-chicken-fingers-doubles-footprint-welcomes-10-new-franchisees-to-the-system-in-2025-as-it-ramps-up-for-another-record-breaking-year-302669604.html,2026-01-26,,,,,,,,,,yes,
SRC-qsr-boj-franchisee,trade_press,QSR Magazine,Bojangles' Largest Franchisee Bought by Investment Firm,https://www.qsrmagazine.com/story/bojangles-largest-franchisee-bought-by-investment-firm/,2025,,,,,,,,,,yes,
SRC-qsr-bojangles-portability,trade_press,QSR Magazine,Bojangles Proves Portability as New Markets Fuel Record Growth,https://www.qsrmagazine.com/story/bojangles-proves-portability-as-new-markets-fuel-record-growth/,2026,,,,,,,,,,yes,
SRC-qsr-canes-london,trade_press,QSR Magazine,"Raising Cane's to Open London Flagship as it Journeys Toward 1,600 Restaurants Globally",https://www.qsrmagazine.com/story/raising-canes-to-open-london-flagship-as-it-journeys-toward-1600-restaurants-globally/,2026,,,,,,,,,,yes,
SRC-qsr-cfa-24b,trade_press,QSR Magazine,Chick-fil-A Dials Up Expansion as Sales Near $24 Billion,https://www.qsrmagazine.com/story/chick-fil-a-dials-up-expansion-as-sales-near-24-billion/,2026,,,,,,,,,,yes,
SRC-qsr-church-growth,trade_press,QSR Magazine,Church's Chicken Readies for Next Growth Phase with 'Significant' Investment,https://www.qsrmagazine.com/story/churchs-chicken-readies-for-next-growth-phase-with-significant-investment/,2026,,,,,,,,,,yes,
SRC-qsr-csc-record,trade_press,QSR Magazine,Chicken Salad Chick Finds Record Growth in a Category of One,https://www.qsrmagazine.com/story/chicken-salad-chick-finds-record-growth-in-a-category-of-one/,2026,,,,,,,,,,yes,
SRC-qsr-golden-250,trade_press,QSR Magazine,Golden Chick Opens 250th Restaurant,https://www.qsrmagazine.com/news/golden-chick-opens-250th-restaurant/,2026,,,,,,,,,,yes,
SRC-qsr-golden-sxthree,trade_press,QSR Magazine,Golden Chick Honors Franchisee SXThree with Milestone Award,https://www.qsrmagazine.com/news/golden-chick-honors-franchisee-sxthree-with-milestone-award/,2025,,,,,,,,,,yes,
SRC-qsr-popeyes-president,trade_press,QSR Magazine,"For Popeyes, the Problem was Simple. A New President Sets Out to Solve It",https://www.qsrmagazine.com/story/for-popeyes-the-problem-was-simple-a-new-president-sets-out-to-solve-it/,2026,,,,,,,,,,yes,
SRC-qsr-sailormen-97,trade_press,QSR Magazine,One of Popeyes' Largest Franchisees Sells 97 Restaurants out of Bankruptcy,https://www.qsrmagazine.com/story/one-of-popeyes-largest-franchisees-sells-97-restaurants-out-of-bankruptcy/,2026,,,,,,,,,,yes,
SRC-qsr-slim-2026,trade_press,QSR Magazine,Slim Chickens Sharpens its Domestic Growth Playbook for 2026,https://www.qsrmagazine.com/sponsored_content/slim-chickens-sharpens-its-domestic-growth-playbook-for-2026/,2026,,,,,,,,,,yes,
SRC-qsr-slim-900,trade_press,QSR Magazine,Slim Chickens Has Over 900 Units on the Way—and Counting,https://www.qsrmagazine.com/sponsored_content/slim-chickens-has-over-900-units-way-and-counting/,2025,,,,,,,,,,yes,
SRC-qsr-slim-dev,trade_press,QSR Magazine,How a Former Starbucks Exec Plans to Take Slim Chickens' Development Prospects to New Heights,https://www.qsrmagazine.com/story/how-a-former-starbucks-exec-plans-to-take-slim-chickens-development-prospects-to-new-heights/,2026,,,,,,,,,,yes,
SRC-qsr-wingstop-fastest,trade_press,QSR Magazine,Wingstop Was the Fastest-Growing Restaurant in America Last Year,https://www.qsrmagazine.com/story/wingstop-was-the-fastest-growing-restaurant-in-america-last-year/,2026,,,,,,,,,,yes,
SRC-qsr50-2025-chicken,trade_press,QSR Magazine,"QSR 50 2025: Top Fast-Food Chicken Chains, Ranked by Sales",https://www.qsrmagazine.com/story/qsr-50-2025-top-fast-food-chicken-chains-ranked-by-sales/,2025,,,,,,,,,,yes,
SRC-qsr50-2026-chicken,trade_press,QSR Magazine,"QSR 50 2026: Top Fast-Food Chicken Chains, Ranked by Sales",https://www.qsrmagazine.com/story/qsr-50-2026-top-fast-food-chicken-chains-ranked-by-sales/,2026,,,,,,,,,,yes,
SRC-qsrweb-popeyes-sc,trade_press,QSRweb,$1.6M paid for high-traffic South Carolina Popeyes property,https://www.qsrweb.com/news/16m-paid-for-high-traffic-south-carolina-popeyes-property/,2023,,,,,,,,,,yes,
SRC-rb-top500-2026,trade_press,Restaurant Business / Technomic,The Technomic Top 500 2026,https://www.restaurantbusinessonline.com/top-500-2026-ranking,2026,,,,,,,,,,yes,
SRC-rbi-10k-2025,sec_filing,SEC EDGAR,Restaurant Brands International Form 10-K (FY2025),https://www.sec.gov/Archives/edgar/data/1618756/000161875626000017/qsr-20251231.htm,2026,,,,,,,,,,yes,
SRC-rbi-fy25,trade_press,Restaurant Brands International,Fourth Quarter and Full Year 2025 Results,https://www.rbi.com/English/news/news-details/2026/Restaurant-Brands-International-Inc--Reports-Fourth-Quarter-and-Full-Year-2025-Results/default.aspx,2026-02-12,,,,,,,,,,yes,
SRC-rbi-q2-2026,sec_filing,SEC EDGAR,Restaurant Brands International Form 8-K — Q2 2026 results,https://www.sec.gov/Archives/edgar/data/0001618756/000161875626000041/qsr_2026630xpressrelease.htm,2026-08,,,,,,,,,,yes,
SRC-rbo-cfa-ceiling,trade_press,Restaurant Business,Chick-fil-A's unit volumes hit a ceiling,https://www.restaurantbusinessonline.com/financing/chick-fil-unit-volumes-hit-ceiling,2026,,,,,,,,,,yes,
SRC-rbo-chicken-slows,trade_press,Restaurant Business / Technomic,Chicken chains' sales growth slows for the second straight year,https://www.restaurantbusinessonline.com/financing/chicken-chains-sales-growth-slows-second-straight-year,2026,,,,,,,,,,yes,
SRC-rbo-cs-wars-history,trade_press,Restaurant Business,A brief history of the chicken sandwich wars,https://www.restaurantbusinessonline.com/food/brief-history-chicken-sandwich-wars,2024,,,,,,,,,,yes,
SRC-rbo-farwest,trade_press,Restaurant Business,Wingstop franchise group Far West Services wins growth investment,https://www.restaurantbusinessonline.com/financing/wingstop-franchise-group-far-west-services-wins-growth-investment,2023,,,,,,,,,,yes,
SRC-rbo-guernsey-zaxbys,trade_press,Restaurant Business,Guernsey Holdings buys 20 Zaxby's restaurants,https://www.restaurantbusinessonline.com/financing/guernsey-holdings-buys-20-zaxbys-restaurants,2025,,,,,,,,,,yes,
SRC-rbo-kfc-turnaround,trade_press,Restaurant Business,Yum Brands puts its faith in KFC's U.S. turnaround,https://www.restaurantbusinessonline.com/financing/yum-brands-puts-its-faith-kfcs-us-turnaround,2026,,,,,,,,,,yes,
SRC-rbo-popeyes-slump,trade_press,Restaurant Business,Popeyes is 'moving quickly' to address sales slump,https://www.restaurantbusinessonline.com/operations/popeyes-moving-quickly-address-sales-slump,2026,,,,,,,,,,yes,
SRC-rbo-roark-daves,trade_press,Restaurant Business,Roark Capital acquires Dave's Hot Chicken for $1B and eyes international growth,https://www.restaurantbusinessonline.com/financing/roark-capital-acquires-daves-hot-chicken-1b-eyes-international-growth,2025-06,,,,,,,,,,yes,
SRC-rbo-sailormen-bk,trade_press,Restaurant Business,A big Popeyes franchisee files for bankruptcy,https://www.restaurantbusinessonline.com/financing/big-popeyes-franchisee-files-bankruptcy,2026-01,,,,,,,,,,yes,
SRC-rd-auv-leaders,trade_press,Restaurant Dive,"The Cheesecake Factory, Chick-fil-A lead AUVs among major restaurant chains (Circana)",https://www.restaurantdive.com/news/the-cheesecake-factory-chick-fil-a-leads-auvs-among-major-restaurant-chain/816023/,2026,,,,,,,,,,yes,
SRC-rd-bk-popeyes-q2,trade_press,Restaurant Dive,"Burger King sales surge, but Popeyes faces uphill battle",https://www.restaurantdive.com/news/burger-king-sales-success-popeyes-brand-turnaround-continues/827199/,2026-08,,,,,,,,,,yes,
SRC-rd-campero,trade_press,Restaurant Dive,How Pollo Campero plans to grow from 90 US units to 250 in 5 years,https://www.restaurantdive.com/news/Pollo-Campero-to-grow-from-90-US-units-to-250-5-years/689879/,2024,,,,,,,,,,yes,
SRC-rd-canes-london,trade_press,Restaurant Dive,Raising Cane's heads to the UK,https://www.restaurantdive.com/news/raising-canes-chicken-fingers-london-piccadilly-first-uk/759229/,2025,,,,,,,,,,yes,
SRC-rd-church-china,trade_press,Restaurant Dive,Church's Texas Chicken plots 600-unit expansion in China,https://www.restaurantdive.com/news/churchs-texas-chicken-china-600-units-deke-shengtang/817292/,2026,,,,,,,,,,yes,
SRC-rd-csc-300,trade_press,Restaurant Dive,Chicken Salad Chick hits 300 restaurants,https://www.restaurantdive.com/news/chicken-salad-chick-300th-store-2025-growth/749212/,2025-05,,,,,,,,,,yes,
SRC-rd-eyas-boj,trade_press,Restaurant Dive,Bojangles' largest franchisee acquired by PE firm,https://www.restaurantdive.com/news/eyas-capital-buys-bojangles-largest-franchisee-portfolio/760766/,2025,,,,,,,,,,yes,
SRC-rd-hooters,trade_press,Restaurant Dive,Hooters of America closes dozens more restaurants,https://www.restaurantdive.com/news/hooters-america-closes-additional-restaurants-restructuring-chapter-11/749920/,2025-06,,,,,,,,,,yes,
SRC-rd-huey,trade_press,Restaurant Dive,Huey Magoo's cuts drive-thru build costs by 40%,https://www.restaurantdive.com/news/huey-magoos-chicken-tender-franchise-drive-thru-prototype/819176/,2026,,,,,,,,,,yes,
SRC-rd-krispy-2025,trade_press,Restaurant Dive,Krispy Krunchy Chicken outlines 2025 growth plans,https://www.restaurantdive.com/news/krispy-krunchy-chicken-expansion-plans-2025/738347/,2025,,,,,,,,,,yes,
SRC-rd-laynes-national,trade_press,Restaurant Dive,Layne's Chicken Fingers thinks it has what it takes to go national,https://www.restaurantdive.com/news/laynes-chicken-fingers-4000-store-goal/813570/,2026,,,,,,,,,,yes,
SRC-rd-ma-2025,trade_press,Restaurant Dive,Top M&A restaurant deals of 2025,https://www.restaurantdive.com/news/top-mergers-acquisitions-restaraurant-2026/807212/,2026,,,,,,,,,,yes,
SRC-rd-perdue,trade_press,Restaurant Dive,"RBI appoints new Popeyes US president, Burger King US COO",https://www.restaurantdive.com/news/popeyes-hires-us-president-peter-perdue-burger-king-us-coo-nicolas-henrich/804717/,2026,,,,,,,,,,yes,
SRC-rd-zaxbys-nyc,trade_press,Restaurant Dive,Zaxbys debuts in New York,https://www.restaurantdive.com/news/zaxbys-new-york-city-debut-franchising-expansion/825090/,2026-07,,,,,,,,,,yes,
SRC-rfdc-2026,trade_press,Restaurant Finance Monitor,Restaurant Finance & Development Conference,https://www.restfinance.com/rfdc/,2026,,,,,,,,,,yes,
SRC-rfis-2027,trade_press,Restaurant Franchising & Innovation Summit,"Restaurant Franchising & Innovation Summit, March 8-10, 2027, New Orleans",https://franchisinginnovation.com/,2027-03,,,,,,,,,,yes,
SRC-rlc,trade_press,Informa Connect,Restaurant Leadership Conference,https://informaconnect.com/restaurant-leadership-conference/,2027,,,,,,,,,,yes,
SRC-rn-houstontx,trade_press,RestaurantNews.com,Houston TX Hot Chicken Accelerates Nationwide Expansion With 26 New Franchise Commitments,https://www.restaurantnews.com/houston-tx-hot-chicken-franchise-expansion-26-new-locations-012026/,2026-01,,,,,,,,,,yes,
SRC-rn-houstontx-uk,trade_press,RestaurantNews.com,Houston TX Hot Chicken Takes Its Heat Global With UK Debut,https://www.restaurantnews.com/houston-tx-hot-chicken-uk-debut-global-expansion-062426/,2026-06-24,,,,,,,,,,yes,
SRC-roadtour-top5,trade_press,RoadTour,The Top 5 Fast Food Chicken Sandwiches in the U.S. (2026),https://www.roadtour.net/post/the-top-5-fast-food-chicken-sandwiches-in-the-u-s-2026,2026,,,,,,,,,,yes,
SRC-sixthstreet-farwest,trade_press,Sixth Street,"Brentwood Associates and Sixth Street Make Significant Growth Investment in Far West Services, a Wingstop Franchisee",https://sixthstreet.com/investment_announce/brentwood-associates-and-sixth-street-make-significant-growth-investment-in-far-west-services-a-wingstop-franchisee/,2023-11,,,,,,,,,,yes,
SRC-southernag-prices,trade_press,Southern Ag Today,Chicken Production Up and Prices Down,https://southernagtoday.org/2026/01/06/chicken-production-up-and-prices-down/,2026-01-06,,,,,,,,,,yes,
SRC-stacker-yougov,trade_press,Stacker / YouGov,"10 major fried chicken chains in the US, ranked by popularity",https://stacker.com/stories/food-drink/10-major-fried-chicken-chains-us-ranked-popularity,2026,,,,,,,,,,yes,
SRC-tastingtable-2026,trade_press,Tasting Table,My Pick For The Best New Fast Food Chicken Sandwich Of 2026 So Far,https://www.tastingtable.com/2223774/best-new-fast-food-chicken-sandwich-2026-so-far/,2026,,,,,,,,,,yes,
SRC-thestreet-jollibee,trade_press,TheStreet,"Fast-growing chicken chain closes 207 restaurants, cuts expansion",https://www.thestreet.com/restaurants/jollibee-closes-restaurants-cuts-expansion,2026,,,,,,,,,,yes,
SRC-thestreet-kfc-207,trade_press,TheStreet,"KFC closes 207 U.S. restaurants in 15 months, filings confirm",https://www.thestreet.com/restaurants/kfc-shuts-207-u-s-restaurants,2026,,,,,,,,,,yes,
SRC-thestreet-kfc-300,trade_press,TheStreet,Classic fried chicken chain closes over 300 restaurants,https://www.thestreet.com/restaurants/kfc-chain-closes-over-300-restaurants,2026-07,,,,,,,,,,yes,
SRC-thestreet-sailormen,trade_press,TheStreet,Major fried chicken franchisee closes stores in Chapter 11 bankruptcy,https://www.thestreet.com/restaurants/popeyes-franchisee-sailormen-shuts-stores-in-bankruptcy-filing,2026,,,,,,,,,,yes,
SRC-topnetlease-popeyes,trade_press,TopNetLease,Popeyes Net Lease Properties For Sale — market pricing,https://www.topnetlease.com/brands/popeyes,2026,,,,,,,,,,yes,
SRC-u-s-securities-and-exchange-commission-el-pollo--ac2b8d,sec_filing,U.S. Securities and Exchange Commission,"El Pollo Loco Holdings, Inc. — Form 10-Q for the quarterly period ended July 1, 2026",https://www.sec.gov/Archives/edgar/data/1606366/000160636626000047/loco-20260701x10q.htm,2026-08-07,,,,,,,,,,yes,
SRC-usda-ers-percapita,trade_press,USDA Economic Research Service,Per capita availability of red meat and poultry projected higher in 2025 and 2026,http://www.ers.usda.gov/data-products/charts-of-note/chart-detail?chartId=113119,2026,,,,,,,,,,yes,
SRC-wattagnet-cfa-intl,trade_press,WATTPoultry,"Chick-fil-A plans expansion into Europe, Asia by 2026",https://www.wattagnet.com/poultry-future/consumer-trends/article/15537626/chick-fil-a-plans-expansion-into-europe-asia-by-2026,2025,,,,,,,,,,yes,
SRC-wing-10k-2025,sec_filing,SEC EDGAR,"Wingstop Inc. Form 10-K (FY2025, period ending 2025-12-27)",https://www.sec.gov/Archives/edgar/data/1636222/000163622226000008/wing-20251227.htm,2026,,,,,,,,,,yes,
SRC-wing-fy25,trade_press,Wingstop Inc.,Fourth Quarter and Fiscal Year 2025 Financial Results,https://ir.wingstop.com/wingstop-inc-reports-fourth-quarter-and-fiscal-year-2025-financial-results/,2026-02-18,,,,,,,,,,yes,
SRC-wing-q2-2026,trade_press,Wingstop Inc. / PR Newswire,Wingstop Inc. Reports Fiscal Second Quarter 2026 Financial Results,https://www.prnewswire.com/news-releases/wingstop-inc-reports-fiscal-second-quarter-financial-results-302837241.html,2026-07-29,,,,,,,,,,yes,
SRC-yum-10k-2025,sec_filing,SEC EDGAR,Yum! Brands Form 10-K (FY2025),https://www.sec.gov/Archives/edgar/data/1041061/000104106126000084/yum-20251231.htm,2026,,,,,,,,,,yes,
DOC-zaxbys-2026-WI,fdd,Zaxby's SPE Franchisor LLC,"Zaxby's Franchise Disclosure Document, effective 2026-04-24",https://apps.dfi.wi.gov/apps/FranchiseSearch/MainSearch.aspx,2026-04-24,BR-zaxbys,2026-04-24,2025,WI,no,,no,no,no,no,Registration confirmed WI file 641240; document not obtained. Supersedes the figure CSW currently shows.
DOC-bojangles-2026-WI,fdd,"Bojangles Opco, LLC","Bojangles Franchise Disclosure Document, effective 2026-04-20",https://apps.dfi.wi.gov/apps/FranchiseSearch/MainSearch.aspx,2026-04-20,BR-bojangles,2026-04-20,2025,WI,no,,no,no,no,no,Registration confirmed document not obtained. Supersedes the figure CSW currently shows.
